CHAMADO;ID_JIRA;UF;MUNICIPIO;TIPO_ETABELECIMENTO;CONCORRENTE;STATUS;DATA_INI;DATA_FIM
CON-1092;2157541;MA;São Domingos do Maranhão - MA;Prefeitura Municipal;Safe Consig;Inativo;22/05/2024;22/05/2025
CON-1091;2156899;PR;Cafeara - PR;Prefeitura Municipal;Consignet;Ativo;19/03/2024;19/03/2029
CON-1090;2156000;GO;Instituto de Previdência Aparecida de Goiânia - GO;Instituto de Previdência;Consignet;Ativo;17/05/2024;17/05/2029
CON-1089;2152464;GO;Instituto de Previdência Gouvelândia/GO;Instituto de Previdência;Consignet;Ativo;08/05/2024;08/05/2029
CON-1088;2151301;MG;Nepomuceno - MG;Prefeitura Municipal;Consignet;Ativo;02/05/2024;02/05/2029
CON-1087;2151292;MG;Braúnas - MG;Prefeitura Municipal;Unitedtech;Ativo;02/05/2024;02/05/2027
CON-1086;2151289;GO;Inaciolândia - GO;Prefeitura Municipal;Consignet;Ativo;03/05/2024;03/05/2029
CON-1085;2150619;BA;Casa Nova - BA;Prefeitura Municipal;Fasitec;Ativo;15/05/2024;08/01/2026
CON-1084;2149429;MS;Chapadão do Sul - MS;Prefeitura Municipal;Consignet;Ativo;06/05/2024;05/05/2029
CON-1083;2149208;MS;Figueirão - MS;Câmara Municipal;Consignet;Ativo;09/05/2024;09/05/2029
CON-1082;2145875;RO;IPSM - Município de Ouro Preto do Oeste - RO;Instituto de Previdência;Consignet;Ativo;07/05/2024;07/05/2029
CON-1081;2145439;PR;Jussara - JussaraPrev;Instituto de Previdência;Consignet;Ativo;09/05/2024;26/05/2028
CON-1080;2145427;PE;Nazaré da Mata - PE;Prefeitura Municipal;Consignet;Ativo;09/05/2024;17/02/2026
CON-1079;2145410;AL;Pão de Açúcar - AL;Prefeitura Municipal;Fasitec;Ativo;09/05/2024;30/10/2025
CON-1078;2144915;MT;Campos de Júlio - MT;Prefeitura Municipal;Consignet;Ativo;17/05/2024;17/05/2029
CON-1077;2144793;PR;Santa Maria do Oeste - PR;Prefeitura Municipal;Consignet;Ativo;15/03/2024;14/03/2029
CON-1076;2141924;RN;Vila Flor - RN;Prefeitura Municipal;SP Consig;Ativo;12/04/2024;12/04/2029
CON-1075;2141816;SC;Concórdia - SC;Prefeitura Municipal;Infoconsig;Ativo;06/05/2024;23/03/2026
CON-1074;2141596;PE;Fundo Previdenciário do Município de Granito - PE ;Instituto de Previdência;Fasitec;Ativo;30/04/2024;30/04/2029
CON-1073;2141159;SC;Criciúma - SC;Prefeitura Municipal;Infoconsig;Inativo;06/05/2024;23/02/2025
CON-1072;2141151;MA;Bom Jesus das Selvas - MA;Prefeitura Municipal;Consignet;Ativo;06/05/2024;27/04/2028
CON-1071;2134888;PR;GODOY MOREIRA - PR;Instituto de Previdência;Consignet;Ativo;29/04/2024;18/04/2026
CON-1070;2134882;SC;Papanduva - SC;Prefeitura Municipal;Consignet;Iniciando Renovação;29/04/2024;03/09/2025
CON-1069;2134811;PE;IATI - PE;Instituto de Previdência;NewVersion;Ativo;18/04/2024;18/04/2029
CON-1068;2133487;BA;Cabaceiras do Paraguaçu - BA;Prefeitura Municipal;Fasitec;Ativo;26/04/2024;27/01/2026
CON-1067;2133482;RN;Cerro Corá - RN;Prefeitura Municipal;Fácil;Iniciando Renovação;26/04/2024;23/07/2025
CON-1066;2133477;BA;Capim Grosso - BA;Prefeitura Municipal;Fasitec;Ativo;26/04/2024;07/04/2026
CON-1065;2133428;MA;Coroatá - MA;Prefeitura Municipal;Consignet;Inativo;10/04/2024;10/04/2025
CON-1064;2132300;BA;São Felix - BA;Prefeitura Municipal;ConsigLog;Ativo;25/04/2024;23/04/2026
CON-1063;2130970;PR;Paulo Frontin - PR;Prefeitura Municipal;Consignet;Ativo;14/03/2024;14/03/2029
CON-1062;2129731;SC;Imbituba - SC;Prefeitura Municipal;Consignet;Ativo;10/10/2024;10/10/2025
CON-1061;2129729;PR;Peabiru - PR;Prefeitura Municipal;Consignet;Ativo;23/04/2024;02/10/2028
CON-1060;2129722;RJ;SECRETARIA DE SAÚDE DE PETRÓPOLIS - RJ;Autarquia;BRTEC;Ativo;23/04/2024;08/10/2026
CON-1059;2129706;PE;São Caetano - PE;Prefeitura Municipal;Consignet;Ativo;22/02/2024;22/04/2029
CON-1058;2129023;PR;Marumbi - PR;Prefeitura Municipal;Consignet;Ativo;22/04/2024;05/10/2026
CON-1057;2128967;CE;Frecheirinha - CE;Prefeitura Municipal;Digital Consig;Ativo;22/04/2024;16/02/2029
CON-1056;2128959;SP;Itobi - SP;Prefeitura Municipal;Consignet;Ativo;22/04/2024;24/09/2025
CON-1055;2128935;MA;Governador Nunes Freire - MA;Prefeitura Municipal;Safe Consig;Inativo;14/05/2026;22/04/2024
CON-1054;2128919;TO;Porto Nacional - TO;Prefeitura Municipal;BRTEC;Ativo;11/10/2024;07/03/2029
CON-1053;2128852;SP;Cardoso - SP;Prefeitura Municipal;Consignet;Iniciando Renovação;22/04/2024;25/06/2025
CON-1052;2128847;PE;FUNDO DE PREVIDÊNCIA PARA OS SERVIDORES PÚBLICOS DE PARNAMIRIM/PE - PARNAMIRIM PREV;Instituto de Previdência;Consignet;Inativo;22/04/2024;14/05/2025
CON-1051;2127341;RO;Guajará-Mirim - RO;Prefeitura Municipal;Consignet;Ativo;19/04/2024;14/04/2026
CON-1050;2127311;PI;José de Freitas - PI ;Prefeitura Municipal;LINE IT;Inativo;19/04/2024;29/12/2024
CON-1049;2126089;PE;Iati - PE;Prefeitura Municipal;NewVersion;Ativo;17/04/2024;17/04/2029
CON-1048;2126087;PE;FUNDO MUNICIPAL DE PREVIDENCIA DE ANGELIM . PE;Instituto de Previdência;Fasitec;Inativo;16/04/2024;22/04/2024
CON-1047;2124911;PE;Angelim - PE;Prefeitura Municipal;Fasitec;Inativo;16/04/2024;22/04/2024
CON-1046;2124899;PE;Ribeirão - PE ;Prefeitura Municipal;Consignet;Ativo;08/04/2024;08/04/2029
CON-1045;2124775;SE;Lagarto - SE;Prefeitura Municipal;Gestão Consig;Inativo;04/04/2024;26/02/2025
CON-1044;2124774;CE;Jardim - CE;Prefeitura Municipal;Digital Consig;Ativo;16/04/2024;23/06/2027
CON-1043;2124772;RN;Bento Fernandes - RN;Prefeitura Municipal;SP Consig;Ativo;16/04/2024;20/10/2027
CON-1042;2124771;MT;Gaúcha do Norte - MT;Prefeitura Municipal;Digital Consig;Ativo;16/04/2024;23/11/2025
CON-1041;2124769;SP;Santo Antônio de Posse - SP;Prefeitura Municipal;Consignet;Inativo;16/04/2024;04/03/2025
CON-1040;2124749;SP;São José dos Campos - SP;Prefeitura Municipal;NeoConsig;Inativo;16/04/2024;17/10/2024
CON-1039;2124748;BA;Campo Formoso - BA;Prefeitura Municipal;Fasitec;Ativo;16/04/2024;22/02/2029
CON-1038;2124747;MT;FUNDO MUNICIPAL E PREVIDÊNCIA SOCIAL DOS SERVIDORES DE SÃO JOSÉ DOS QUATRO MARCOS - MT;Instituto de Previdência;Digital Consig;Ativo;16/04/2024;09/02/2029
CON-1037;2124746;SP;Barra Bonita - SP;Prefeitura Municipal;Consignet;Ativo;16/04/2024;15/10/2025
CON-1036;2124740;CE;Acopiara - CE ;Prefeitura Municipal;Fácil;Ativo;02/04/2024;02/04/2029
CON-1035;2123827;MS;Bodoquena - MS;Prefeitura Municipal;Consignet;Ativo;07/04/2025;05/04/1930
CON-1034;2123031;SC;Fundação Inst. de Previdência Social dos Servidores de São Francisco do Sul - IPRESF/SC;Instituto de Previdência;Consignet;Ativo;06/03/2024;05/03/2029
CON-1033;2122759;MA;Pedreiras - MA;Prefeitura Municipal;Digital Consig;Ativo;15/04/2024;05/01/2027
CON-1032;2121235;PB;Granja Cascavel - PB;Empresa Privada;SP Consig;Ativo;12/04/2024;04/05/2026
CON-1031;2121227;PR;Santana do Itararé - AL;Prefeitura Municipal;Consignet;Ativo;12/04/2024;10/05/2028
CON-1030;2121221;MT;Mirassol Previ - MT;Instituto de Previdência;Digital Consig;Ativo;12/04/2024;03/11/2028
CON-1029;2121214;BA;Morro do Chapéu - BA;Prefeitura Municipal;ConsigLog;Ativo;12/04/2024;17/01/2026
CON-1028;2120067;RN;Fernando Pedroza - RN;Prefeitura Municipal;SP Consig;Ativo;15/09/2022;15/09/2027
CON-1027;2120057;MS;Botoquena - MS;Prefeitura Municipal;Fasitec;Ativo;10/04/2024;10/04/2029
CON-1026;2118894;PE;Buenos Aires - PE;Prefeitura Municipal;Consignet;Ativo;21/02/2024;21/02/2029
CON-1025;2116392;CE;Baturité - CE;Prefeitura Municipal;Digital Consig;Ativo;08/04/2024;23/11/2028
CON-1024;2116388;CE;INSTITUTO DE PREVIDENCIA DOS SERVIDORES PUBLICOS DE SÃO GONÇALO DO AMARANTE - CE;Instituto de Previdência;Safe Consig;Inativo;08/04/2024;22/03/2024
CON-1023;2116383;PB;Algodão de Jandaíra - PB;Prefeitura Municipal;SP Consig;Ativo;08/04/2024;28/04/2026
CON-1022;2116378;MS;INSTITUTO DE PREVIDÊNCIA SOCIAL DOS SERVIDORES MUNICIPAIS DE JARDIM . MS - IPJ;Instituto de Previdência;Consignet;Ativo;05/04/2024;05/04/2029
CON-1021;2115006;PE;Pesqueira - PE;Prefeitura Municipal;NewVersion;Ativo;26/03/2025;26/03/1930
CON-1020;2114997;RJ;BARRA MANSA/RJ - PREVIBAM;Instituto de Previdência;Infoconsig;Inativo;05/04/2024;11/05/2025
CON-1019;2114988;SP;Santa Adélia - SP;Prefeitura Municipal;Fasitec;Ativo;05/04/2024;20/01/2026
CON-1018;2114981;SP;Américo Brasiliense - SP;Prefeitura Municipal;Consignet;Inativo;05/04/2024;22/04/2025
CON-1017;2114979;MG;Auditar Contabilidade Consultiva S/S;Empresa Privada;Consignet;Ativo;05/04/2024;20/11/2028
CON-1015;2114384;PR;Miraselva - PR;Prefeitura Municipal;Consignet;Ativo;04/04/2024;04/04/2029
CON-1014;2114377;PA;Dom Eliseu - PA;Instituto de Previdência;Fácil;Ativo;04/04/2024;04/04/2029
CON-1013;2113698;MS;IGUATEMI - MS;Prefeitura Municipal;Consignet;Ativo;05/03/2024;05/03/2029
CON-1012;2111565;PE;Granito - PE;Prefeitura Municipal;Fasitec;Ativo;01/04/2024;01/04/2029
CON-1011;2108600;PR;Fundo dos Servidores Públicos do Município de Altônia - FAPESPAL - PR;Prefeitura Municipal;Consignet;Ativo;01/04/2024;13/11/2028
CON-1010;2107042;SP;Sumaré - SP;Prefeitura Municipal;ConsigLog;Iniciando Renovação;24/06/2023;24/06/2025
CON-1009;2107004;CE;Boa Viagem - CE;Prefeitura Municipal;Fácil;Ativo;28/03/2024;15/09/2025
CON-1008;2107002;PR;Figueira - PR;Prefeitura Municipal;Consignet;Iniciando Renovação;28/03/2024;01/09/2025
CON-1007;2106852;SP;Potim - SP ;Prefeitura Municipal;Consignet;Ativo;27/03/2024;21/02/2027
CON-1006;2106851;BA;Jeremoabo - BA;Prefeitura Municipal;Fasitec;Ativo;27/03/2024;02/10/2028
CON-1005;2106850;SP;Tribunal de Justiça do Estado de São Paulo - TJSP;Tribunal;CIP;Ativo;27/03/2024;06/06/2027
CON-1004;2105834;MA;Olho D'agua das Cunhãs - MA;Prefeitura Municipal;Consignet;Inativo;26/03/2024;26/03/2025
CON-1003;2105655;CE;Barro ;Prefeitura Municipal;Safe Consig;Ativo;26/03/2024;26/03/2029
CON-1002;2105618;SC;Fundação Cultural de Balneário Camboriú - SC;Outros;Consignet;Inativo;26/03/2024;26/03/2025
CON-1001;2104079;PB;Parari - PB;Câmara Municipal;SP Consig;Ativo;26/03/2024;20/07/2028
CON-1000;2104073;AL;INSTITUTO DE PREVIDÊNCIA MUNICIPAL DE CRAÍBAS - CRAÍBAS PREV;Instituto de Previdência;Fasitec;Ativo;25/03/2024;25/03/2029
CON-999;2102794;PA;ALTAPREV - Instituto de Previdência Social dos Servidores Públicos do Município de Altamira - PA;Prefeitura Municipal;Digital Consig;Ativo;25/03/2024;05/07/2027
CON-998;2102789;PI;Oeiras - PI;Prefeitura Municipal;LINE IT;Ativo;25/03/2024;19/10/2026
CON-997;2102781;SE;Simão Dias - SE;Prefeitura Municipal;NewVersion;Inativo;25/03/2024;25/03/2024
CON-996;2102767;RO;Instituto Municipal de Previdência de Machadinho D´Oeste - RO ;Instituto de Previdência;Consignet;Inativo;21/05/2024;21/05/2025
CON-995;2102739;SC;Paranduva - SC;Prefeitura Municipal;Consignet;Ativo;23/01/2024;23/01/2029
CON-994;2102718;MT;Fundo Municipal de Previdência Social dos Servidores do Município de Santa Terezinha - PREVIST;Instituto de Previdência;Consignet;Inativo;25/03/2024;25/03/2025
CON-993;2102704;MS;Batayporã - MS;Prefeitura Municipal;Consignet;Ativo;25/03/2024;25/03/2029
CON-992;2102179;CE;Aquiraz - CE;Prefeitura Municipal;Safe Consig;Inativo;22/03/2024;01/09/2024
CON-991;2102171;PI;Esperantina - PI;Prefeitura Municipal;Digital Consig;Ativo;22/03/2024;09/08/2026
CON-990;2102161;PR;Lupionópolis - PR;Prefeitura Municipal;Consignet;Ativo;27/02/2024;27/02/2029
CON-989;2101565;SP;Santa Mercedes - SP;Prefeitura Municipal;Consignet;Inativo;22/03/2024;29/07/2024
CON-988;2101564;MT;ROSARIO PREVI - FUNDO MUNICIPAL DE PREVIDENCIA SOCIAL DOS SERVIDORES DE ROSARIO OESTE/MT;Instituto de Previdência;Digital Consig;Inativo;22/03/2024;01/10/2024
CON-987;2101553;RJ;Barra Mansa - RJ;Prefeitura Municipal;Infoconsig;Inativo;22/03/2024;11/05/2024
CON-986;2101547;RJ;SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO DE BARRA MANSA - SAAE RJ;Autarquia;Infoconsig;Inativo;22/03/2024;11/05/2024
CON-985;2100542;RN;Angicos - RN;Prefeitura Municipal;SP Consig;Ativo;20/03/2024;20/03/1934
CON-984;2099245;MT;Juruena - MT ;Prefeitura Municipal;Digital Consig;Ativo;20/03/2024;26/03/2026
CON-983;2099184;BA;Pilão Arcado - BA;Prefeitura Municipal;ConsigLog;Ativo;20/03/2024;02/12/2025
CON-982;2099182;BA;Cariranhanha - BA;Prefeitura Municipal;Fasitec;Iniciando Renovação;20/03/2024;11/08/2025
CON-981;2099179;CE;Cascavel - CE;Prefeitura Municipal;Safe Consig;Inativo;20/03/2024;10/12/2024
CON-980;2099178;PR;Assis Chateaubriand - PR  ;Prefeitura Municipal;Consignet;Ativo;20/03/2024;07/06/2026
CON-979;2096883;MA;COMPANHIA DE SANEAMENTO AMBIENTAL DO MARANHÃO - CAEMA;Autarquia;Fácil;Ativo;12/03/2024;12/03/2026
CON-978;2096880;PB;Serra Redonda - PB;Prefeitura Municipal;Metaconsig;Ativo;11/03/2024;11/03/2029
CON-977;2095927;MG;CORONEL FABRICIANO - PREVCEL - MG;Instituto de Previdência;Unitedtech;Ativo;08/05/2024;08/03/2027
CON-976;2095894;PI;Fundo Previdenciário do Município de Floriano - PI;Instituto de Previdência;Consignet;Ativo;15/03/2024;27/04/2028
CON-975;2095890;SP;SERVIÇO DE ÁGUA, ESGOTO DO MUNICÍPIO DE ARARAS -  SAEMA;Autarquia;Infoconsig;Ativo;15/03/2024;29/09/2026
CON-974;2095887;SP;Estância Balneária de Ubatuba - SP;Prefeitura Municipal;NeoConsig;Ativo;04/10/2024;03/10/2029
CON-973;2095831;PR;São Mateus do Sul - PR;Prefeitura Municipal;Montreal;Inativo;15/03/2024;15/03/2025
CON-972;2095734;SP;HBA HUTCHINSON BRASIL AUTOMOTIVE LTDA.;Empresa Privada;Consignet;Ativo;15/03/2024;22/11/2026
CON-971;2091872;MS;Paranhos - MS;Prefeitura Municipal;Consignet;Ativo;13/03/2024;13/03/2029
CON-970;2090307;RS;Nova Prata - RS;Prefeitura Municipal;Consignet;Ativo;14/04/2025;12/04/1930
CON-969;2090296;PB;Hospital e Maternidade Flávio Ribeiro Coutinho - PB;Outros;Fácil;Ativo;11/03/2024;13/09/2027
CON-968;2090261;PR;Campina da Lagoa - PR;Prefeitura Municipal;Consignet;Ativo;11/03/2024;11/07/2028
CON-967;2090251;SC;Assembleia Legislativa do Estado de Santa Catarina - ALESC;Assembléia;Safe Consig;Inativo;11/03/2024;11/03/2024
CON-966;2090171;TO;Governo do Tocantins;Governo de Estado;SiConsig;Ativo;14/03/2024;14/03/2026
CON-965;2090154;RS;Porto Alegre - RS;Prefeitura Municipal;NeoConsig;Ativo;07/03/2024;07/03/2029
CON-964;2090132;PI;Governo do Piauí;Governo de Estado;Fácil;Inativo;06/03/2024;06/03/2025
CON-963;2088910;BA;Luís Eduardo Magalhães - BA;Prefeitura Municipal;ConsigLog;Ativo;29/01/2024;29/01/2028
CON-962;2088886;BA;Cafarnaum - BA;Prefeitura Municipal;Fasitec;Ativo;08/03/2024;22/04/2026
CON-961;2088880;MT;Tribunal de Justiça do Estado de Mato Grosso - TJMT;Tribunal;SERPRO;Inativo;08/03/2024;15/12/2024
CON-960;2088878;TO;Sampaio - TO;Câmara Municipal;Consignet;Ativo;08/03/2024;07/08/2028
CON-959;2088876;PI;Fundo Previdenciário do Município de Regeneração - PI;Instituto de Previdência;Consignet;Iniciando Renovação;08/03/2024;31/08/2025
CON-958;2088859;RJ;Petrópolis - RJ;Prefeitura Municipal;BRTEC;Ativo;22/02/2024;22/02/2029
CON-957;2088833;PR;Lidianópolis - PR;Prefeitura Municipal;Consignet;Ativo;08/03/2024;01/08/2028
CON-956;2088810;PR;Sabáudia - PR;Prefeitura Municipal;Consignet;Ativo;08/03/2024;09/10/2028
CON-955;2088588;RO;Vale do Paraíso / RO;Prefeitura Municipal;Consignet;Ativo;29/02/2024;28/02/2029
CON-954;2088175;CE;Mauriti - CE;Prefeitura Municipal;Digital Consig;Ativo;07/03/2024;30/06/2026
CON-953;2088168;PA;Ananindeua - PA;Prefeitura Municipal;RF1 Participações;Inativo;07/03/2024;06/12/2024
CON-952;2088142;RO;Alto Alegre dos Parecis - RO;Prefeitura Municipal;Consignet;Ativo;06/03/2024;06/03/2029
CON-951;2087819;SP;Indiaporã - SP;Prefeitura Municipal;Fasitec;Iniciando Renovação;07/03/2024;20/07/2025
CON-950;2087620;RS;Instituto de Previdência dos Servidores Públicos - Previjuí ;Instituto de Previdência;Lucas/Siga TI;Inativo;07/03/2024;07/05/2025
CON-949;2087495;MG;Moema - MG;Prefeitura Municipal;Consignet;Ativo;06/03/2024;06/03/2029
CON-948;2087200;RS;Caseiros - RS;Prefeitura Municipal;Consignet;Inativo;05/03/2024;05/03/2025
CON-947;2087199;RJ;Mangaratiba - RJ ;Prefeitura Municipal;ConsigLog;Ativo;06/12/2023;28/12/2028
CON-946;2087197;SP;DEPARTAMENTO AUTÔNOMO DE ÁGUA E ESGOTO DE RIO CLARO/SP (DAAE);Autarquia;Consignet;Ativo;06/03/2024;21/12/2026
CON-945;2087195;PR;Umuarama - PR;Prefeitura Municipal;Consignet;Ativo;06/03/2024;17/01/2027
CON-944;2087192;PI;Lagoa Alegre - PI;Prefeitura Municipal;Digital Consig;Iniciando Renovação;06/03/2024;23/07/2025
CON-943;2087191;PR;Almirante Tamandaré - PR;Prefeitura Municipal;Fasitec;Ativo;24/03/2025;23/03/1930
CON-942;2087190;BA;São Desidério - BA;Prefeitura Municipal;Fasitec;Ativo;06/03/2024;10/03/2027
CON-941;2087140;AM;Tefé - AM;Prefeitura Municipal;RF1 Participações;Inativo;22/08/2023;22/08/2024
CON-940;2087139;PA;Abaetuba - PA;Prefeitura Municipal;RF1 Participações;Ativo;30/11/2023;30/11/2028
CON-939;2087138;PA;Portel - PA;Prefeitura Municipal;RF1 Participações;Ativo;05/04/2023;05/03/2028
CON-938;2087136;PA;Juriti - PA ;Prefeitura Municipal;RF1 Participações;Ativo;27/03/2023;27/03/2028
CON-937;2087135;PA;Óbidos - PA;Prefeitura Municipal;RF1 Participações;Ativo;23/08/2023;23/08/2028
CON-936;2083057;PI;Instituto de Previdência do Município de Parnaíba - PI;Instituto de Previdência;Consignet;Inativo;04/03/2024;10/12/2024
CON-935;2083052;PR;Nova América da Colina - PR;Prefeitura Municipal;Consignet;Ativo;04/03/2024;25/01/2026
CON-934;2083028;SP;Pederneiras - SP;Prefeitura Municipal;Montreal;Ativo;04/03/2024;16/09/2025
CON-933;2083021;CE;Potengi - CE;Prefeitura Municipal;Fácil;Ativo;04/03/2024;07/11/2027
CON-932;2083011;RO;INSTITUTO DE PREVIDÊNCIA SOCIAL DOS SERVIDORES PÚBLICOS MUNICIPAIS DE SERINGUEIRAS - RO;Instituto de Previdência;Consignet;Ativo;04/03/2024;24/08/2026
CON-931;2083002;PB;INSTITUTO DE PREVIDÊNCIA SOCIAL DOS SERVIDORES PÚBLICOS MUNICIPAIS DE CAMPINA GRANDE - IPSEM;Instituto de Previdência;Fácil;Inativo;04/03/2024;01/10/2024
CON-930;2082998;SP;Elias Fausto -SP;Prefeitura Municipal;ConsigLog;Iniciando Renovação;04/03/2024;09/07/2025
CON-929;2082993;AL;Passo de Camaragibe - AL;Prefeitura Municipal;Fasitec;Ativo;04/03/2024;03/08/2027
CON-928;2082991;BA;Adustina - BA;Prefeitura Municipal;Fasitec;Ativo;04/03/2024;30/10/2028
CON-927;2074345;SP;DAE Bauru - SP;Outros;Consignet;Ativo;16/02/2024;16/02/2026
CON-926;2073962;SC;Instituto de Previdência do Município de Tijucas - SC - PREVISERTI;Instituto de Previdência;Consignet;Inativo;21/02/2024;21/02/2025
CON-925;2073034;PR;General Carneiro - PR;Prefeitura Municipal;Mconsig;Inativo;22/02/2024;03/03/2025
CON-924;2072961;MT;Várzea Grande - MT;Prefeitura Municipal;ASBAN;Iniciando Renovação;11/04/2025;10/10/2025
CON-923;2072926;RJ;Instituto de Previdência Social de Macaé - MACAEPREV - RJ;Instituto de Previdência;SP Consig;Ativo;19/05/2025;19/05/2026
CON-922;2072916;MS;Angélica - MS;Prefeitura Municipal;Consignet;Inativo;22/02/2024;21/05/2025
CON-921;2072914;MA;Brejo - MA;Prefeitura Municipal;Digital Consig;Ativo;22/02/2024;01/10/2025
CON-920;2072904;SP;Departamento de Esgoto e Água de Guaíra (DEAGUA) - SP;Autarquia;Consignet;Ativo;22/02/2024;22/11/2028
CON-919;2072887;PR;Guaratuba - GUARAPREV - PR;Instituto de Previdência;Consignet;Ativo;22/02/2024;04/01/2026
CON-918;2072460;CE;Barbalha - CE;Prefeitura Municipal;Fácil;Inativo;21/02/2024;21/09/2024
CON-917;2072452;PR;Arapongas e Instituto de Previdência - PR;Prefeitura Municipal;Consignet;Ativo;21/02/2024;31/07/2028
CON-916;2072446;RS;Santa Maria - RS;Prefeitura Municipal;Consignet;Inativo;21/02/2024;06/12/2024
CON-915;2072435;CE;Deputado Irapuan Pinheiro - CE;Prefeitura Municipal;Safe Consig;Inativo;21/02/2024;11/02/2025
CON-914;2071738;AL;Palestina - AL;Prefeitura Municipal;Fasitec;Ativo;20/02/2024;20/02/2029
CON-913;2069497;SC;Joinville e IPREVILLE - SC ;Instituto de Previdência;SERPRO;Ativo;19/02/2024;19/02/2026
CON-912;2069486;AM;Autazes - AM;Prefeitura Municipal;Fênixsoft;Ativo;19/01/2024;19/01/2028
CON-911;2069216;MS;Alcinópolis - MS;Prefeitura Municipal;Fasitec;Iniciando Renovação;19/02/2024;23/06/2025
CON-910;2069203;PR;São Carlos do Ivaí - PR;Prefeitura Municipal;Fasitec;Ativo;19/02/2024;29/10/2025
CON-909;2069196;MG;Machado - MG;Prefeitura Municipal;Unitedtech;Inativo;19/02/2024;20/03/2025
CON-908;2063724;SP;Fundação de Saúde Pública de São Sebastião - SP;Outros;ConsigLog;Ativo;09/02/2024;30/10/2028
CON-907;2063713;RO;do Vale do Anari - RO;Prefeitura Municipal;Consignet;Ativo;09/02/2024;07/11/2028
CON-906;2063694;SP;Fundação de Apoio ao Ensino, Pesquisa e Assistência do Hospital das Clínicas da Faculdade de Medicina de Ribeirão Preto da Universidade de São Paulo - USP;Outros;Consignet;Inativo;09/02/2024;28/11/2024
CON-905;2063687;BA;Itaparica - BA;Prefeitura Municipal;ConsigLog;Inativo;09/02/2024;20/07/2024
CON-904;2063673;MS;Rio Verde do Mato Grosso - MS;Prefeitura Municipal;Fasitec;Ativo;09/02/2024;04/05/2028
CON-903;2063375;BA;Aurelino Leal - BA;Prefeitura Municipal;ConsigLog;Inativo;09/02/2024;11/03/2025
CON-902;2063349;SP;Novo Horizonte - SP;Prefeitura Municipal;Consignet;Iniciando Renovação;09/02/2024;26/06/2025
CON-901;2063306;PA;Anapu - PA;Prefeitura Municipal;Digital Consig;Ativo;09/02/2024;05/09/2027
CON-900;2063272;PE;Fundo Municipal de Saúde de Cabo de Santo Agostinho - PE;Outros;ICM Soluções;Iniciando Renovação;09/02/2024;17/06/2025
CON-899;2063258;CE;Serviço Autônomo de Água e Esgoto - SAAE Iguatu - CE;Autarquia;Fácil;Ativo;09/02/2024;10/05/2028
CON-898;2063249;SP;Pirapozinho - SP ;Prefeitura Municipal;Consignet;Inativo;09/02/2024;05/11/2024
CON-897;2063240;SP;Arandu - SP;Prefeitura Municipal;Consignet;Iniciando Renovação;09/02/2024;17/07/2025
CON-896;2063227;MT;Feliz Natal - MT ;Prefeitura Municipal;NewVersion;Inativo;09/02/2024;25/03/2025
CON-895;2063213;PR;Companhia Municipal de Trânsito e Urbanização de Londrina (CMTU-LD) - PR;Outros;Consignet;Ativo;23/12/2023;23/12/2028
CON-894;2063198;PE;Carnaíba - PE;Prefeitura Municipal;SP Consig;Ativo;05/01/2024;05/01/2029
CON-893;2063163;AM;Manacapuru - AM;Prefeitura Municipal;Fênixsoft;Inativo;13/01/2024;13/01/2025
CON-892;2062778;SP;Pedranópolis - SP;Prefeitura Municipal;Fasitec;Iniciando Renovação;08/02/2024;01/07/2025
CON-891;2062773;BA;Poções - BA;Prefeitura Municipal;Fasitec;Ativo;14/11/2024;14/11/2029
CON-890;2062770;CE;Itapiúna - CE;Prefeitura Municipal;Digital Consig;Ativo;08/02/2024;06/01/2027
CON-889;2062761;SP;Tarumã - SP;Prefeitura Municipal;Consignet;Ativo;08/02/2024;16/11/2028
CON-888;2052519;AC;Rio Branco - AC;Prefeitura Municipal;ConsigLog;Ativo;15/01/2024;15/01/2029
CON-887;2050726;RN;Fundo de Previdência Social do Município de Lajes . PREVLAJES;Instituto de Previdência;SP Consig;Ativo;26/01/2024;26/01/2029
CON-886;2047836;PR;Pinhais - PR;Prefeitura Municipal;Consignet;Ativo;24/01/2024;08/02/2028
CON-885;2045790;SC;Tijucas - SC;Prefeitura Municipal;Consignet;Ativo;23/01/2024;28/09/2025
CON-884;2045050;RN;Bento Fernandes - AL;Prefeitura Municipal;SP Consig;Ativo;20/10/2022;20/10/2026
CON-883;2043490;SP;Promissão - SP;Prefeitura Municipal;Consignet;Ativo;19/01/2024;03/01/2026
CON-882;2043476;PR;Santo Inácio - PR;Prefeitura Municipal;Consignet;Inativo;19/01/2024;15/10/2024
CON-881;2043470;SP;Pardindo - SP;Prefeitura Municipal;Consignet;Inativo;19/01/2024;08/06/2025
CON-880;2043464;SE;Poço Verde - SE;Prefeitura Municipal;Green Consig;Ativo;19/01/2024;17/08/2028
CON-879;2042331;RO;Nova Brasilândia D' Oeste - RO;Prefeitura Municipal;Consignet;Ativo;22/12/2023;22/12/2028
CON-878;2042320;AL;IAPREV - Instituto de Aposentadoria, Previdência e Pensões de Pão de Açucar;Instituto de Previdência;Fasitec;Ativo;17/01/2024;17/01/2029
CON-877;2041294;PR;Icaraíma - PR ;Prefeitura Municipal;Fasitec;Inativo;17/01/2024;05/09/2024
