CHAMADO;UF;MUNICIPIO;TIPO_ETABELECIMENTO;CONCORRENTE;STATUS;DATA_INI;DATA_FIM
CON-983;BA;Pilão Arcado;Prefeitura Municipal;ConsigLog;Ativo;2024-03-20;2025-12-02
CON-982;BA;Cariranhanha;Prefeitura Municipal;Fasitec;Iniciando Renovação;2024-03-20;2025-08-11
CON-981;CE;Cascavel;Prefeitura Municipal;Safe Consig;Inativo;2024-03-20;2024-12-10
CON-980;PR;Assis Chateaubriand;Prefeitura Municipal;Consignet;Ativo;2024-03-20;2026-06-07
CON-979;MA;Companhia De Saneamento Ambiental Do Maranhão;Autarquia;Fácil;Ativo;2024-03-12;2026-03-12
CON-978;PB;Serra Redonda;Prefeitura Municipal;Metaconsig;Ativo;2024-03-11;2029-03-11
CON-977;MG;Coronel Fabriciano;Instituto de Previdência;Unitedtech;Ativo;2024-05-08;2027-03-08
CON-976;PI;Floriano;Instituto de Previdência;Consignet;Ativo;2024-03-15;2028-04-27
CON-975;SP;Araras;Autarquia;Infoconsig;Ativo;2024-03-15;2026-09-29
CON-974;SP;Estância Balneária De Ubatuba;Prefeitura Municipal;NeoConsig;Ativo;2024-10-04;2029-10-03
CON-973;PR;São Mateus Do Sul;Prefeitura Municipal;Montreal;Inativo;2024-03-15;2025-03-15
CON-972;SP;Hba Hutchinson Brasil Automotive Ltda;Empresa Privada;Consignet;Ativo;2024-03-15;2026-11-22
CON-971;MS;Paranhos;Prefeitura Municipal;Consignet;Ativo;2024-03-13;2029-03-13
CON-970;RS;Nova Prata;Prefeitura Municipal;Consignet;Ativo;2025-04-14;1930-04-12
CON-969;PB;Hospital;Outros;Fácil;Ativo;2024-03-11;2027-09-13
CON-968;PR;Campina Da Lagoa;Prefeitura Municipal;Consignet;Ativo;2024-03-11;2028-07-11
CON-967;SC;Assembleia Legislativa Do Estado De Santa Catarina;Assembléia;Safe Consig;Inativo;2024-03-11;2024-03-11
CON-966;TO;Governo Do Tocantins;Governo de Estado;SiConsig;Ativo;2024-03-14;2026-03-14
CON-965;RS;Porto Alegre;Prefeitura Municipal;NeoConsig;Ativo;2024-03-07;2029-03-07
CON-964;PI;Governo Do Piauí;Governo de Estado;Fácil;Inativo;2024-03-06;2025-03-06
CON-963;BA;Luís Eduardo Magalhães;Prefeitura Municipal;ConsigLog;Ativo;2024-01-29;2028-01-29
CON-962;BA;Cafarnaum;Prefeitura Municipal;Fasitec;Ativo;2024-03-08;2026-04-22
CON-961;MT;Tribunal De Justiça Do Estado De Mato Grosso;Tribunal;SERPRO;Inativo;2024-03-08;2024-12-15
CON-960;TO;Sampaio;Câmara Municipal;Consignet;Ativo;2024-03-08;2028-08-07
CON-959;PI;Regeneração;Instituto de Previdência;Consignet;Iniciando Renovação;2024-03-08;2025-08-31
CON-958;RJ;Petrópolis;Prefeitura Municipal;BRTEC;Ativo;2024-02-22;2029-02-22
CON-957;PR;Lidianópolis;Prefeitura Municipal;Consignet;Ativo;2024-03-08;2028-08-01
CON-956;PR;Sabáudia;Prefeitura Municipal;Consignet;Ativo;2024-03-08;2028-10-09
CON-955;RO;Vale Do Paraíso;Prefeitura Municipal;Consignet;Ativo;2024-02-29;2029-02-28
CON-954;CE;Mauriti;Prefeitura Municipal;Digital Consig;Ativo;2024-03-07;2026-06-30
CON-953;PA;Ananindeua;Prefeitura Municipal;RF1 Participações;Inativo;2024-03-07;2024-12-06
CON-952;RO;Alto Alegre Dos Parecis;Prefeitura Municipal;Consignet;Ativo;2024-03-06;2029-03-06
CON-951;SP;Indiaporã;Prefeitura Municipal;Fasitec;Iniciando Renovação;2024-03-07;2025-07-20
CON-950;RS;Dos Servidores Públicos - Previjuí;Instituto de Previdência;Lucas/Siga TI;Inativo;2024-03-07;2025-05-07
CON-949;MG;Moema;Prefeitura Municipal;Consignet;Ativo;2024-03-06;2029-03-06
CON-948;RS;Caseiros;Prefeitura Municipal;Consignet;Inativo;2024-03-05;2025-03-05
CON-947;RJ;Mangaratiba;Prefeitura Municipal;ConsigLog;Ativo;2023-12-06;2028-12-28
CON-946;SP;Rio Claro;Autarquia;Consignet;Ativo;2024-03-06;2026-12-21
CON-945;PR;Umuarama;Prefeitura Municipal;Consignet;Ativo;2024-03-06;2027-01-17
CON-944;PI;Lagoa Alegre;Prefeitura Municipal;Digital Consig;Iniciando Renovação;2024-03-06;2025-07-23
CON-943;PR;Almirante Tamandaré;Prefeitura Municipal;Fasitec;Ativo;2025-03-24;1930-03-23
CON-942;BA;São Desidério;Prefeitura Municipal;Fasitec;Ativo;2024-03-06;2027-03-10
CON-941;AM;Tefé;Prefeitura Municipal;RF1 Participações;Inativo;2023-08-22;2024-08-22
CON-940;PA;Abaetuba;Prefeitura Municipal;RF1 Participações;Ativo;2023-11-30;2028-11-30
CON-939;PA;Portel;Prefeitura Municipal;RF1 Participações;Ativo;2023-04-05;2028-03-05
CON-938;PA;Juriti;Prefeitura Municipal;RF1 Participações;Ativo;2023-03-27;2028-03-27
CON-937;PA;Óbidos;Prefeitura Municipal;RF1 Participações;Ativo;2023-08-23;2028-08-23
CON-936;PI;Parnaíba;Instituto de Previdência;Consignet;Inativo;2024-03-04;2024-12-10
CON-935;PR;Nova América Da Colina;Prefeitura Municipal;Consignet;Ativo;2024-03-04;2026-01-25
CON-934;SP;Pederneiras;Prefeitura Municipal;Montreal;Ativo;2024-03-04;2025-09-16
CON-933;CE;Potengi;Prefeitura Municipal;Fácil;Ativo;2024-03-04;2027-11-07
CON-932;RO;Seringueiras;Instituto de Previdência;Consignet;Ativo;2024-03-04;2026-08-24
CON-931;PB;Campina Grande;Instituto de Previdência;Fácil;Inativo;2024-03-04;2024-10-01
CON-930;SP;Elias Fausto;Prefeitura Municipal;ConsigLog;Iniciando Renovação;2024-03-04;2025-07-09
CON-929;AL;Passo De Camaragibe;Prefeitura Municipal;Fasitec;Ativo;2024-03-04;2027-08-03
CON-928;BA;Adustina;Prefeitura Municipal;Fasitec;Ativo;2024-03-04;2028-10-30
CON-927;SP;Dae Bauru;Outros;Consignet;Ativo;2024-02-16;2026-02-16
CON-926;SC;Tijucas;Instituto de Previdência;Consignet;Inativo;2024-02-21;2025-02-21
CON-925;PR;General Carneiro;Prefeitura Municipal;Mconsig;Inativo;2024-02-22;2025-03-03
CON-924;MT;Várzea Grande;Prefeitura Municipal;ASBAN;Iniciando Renovação;2025-04-11;2025-10-10
CON-923;RJ;Macaé;Instituto de Previdência;SP Consig;Ativo;2025-05-19;2026-05-19
CON-922;MS;Angélica;Prefeitura Municipal;Consignet;Inativo;2024-02-22;2025-05-21
CON-921;MA;Brejo;Prefeitura Municipal;Digital Consig;Ativo;2024-02-22;2025-10-01
CON-920;SP;Guaíra;Autarquia;Consignet;Ativo;2024-02-22;2028-11-22
CON-919;PR;Guaratuba;Instituto de Previdência;Consignet;Ativo;2024-02-22;2026-01-04
CON-918;CE;Barbalha;Prefeitura Municipal;Fácil;Inativo;2024-02-21;2024-09-21
CON-917;PR;;Prefeitura Municipal;Consignet;Ativo;2024-02-21;2028-07-31
CON-916;RS;Santa Maria;Prefeitura Municipal;Consignet;Inativo;2024-02-21;2024-12-06
CON-915;CE;Deputado Irapuan Pinheiro;Prefeitura Municipal;Safe Consig;Inativo;2024-02-21;2025-02-11
CON-914;AL;Palestina;Prefeitura Municipal;Fasitec;Ativo;2024-02-20;2029-02-20
CON-913;SC;Joinville E I;Instituto de Previdência;SERPRO;Ativo;2024-02-19;2026-02-19
CON-912;AM;Autazes;Prefeitura Municipal;Fênixsoft;Ativo;2024-01-19;2028-01-19
CON-911;MS;Alcinópolis;Prefeitura Municipal;Fasitec;Iniciando Renovação;2024-02-19;2025-06-23
CON-910;PR;São Carlos Do Ivaí;Prefeitura Municipal;Fasitec;Ativo;2024-02-19;2025-10-29
CON-909;MG;Machado;Prefeitura Municipal;Unitedtech;Inativo;2024-02-19;2025-03-20
CON-908;SP;Fundação De Saúde Pública De São Sebastião;Outros;ConsigLog;Ativo;2024-02-09;2028-10-30
CON-907;RO;Do Vale Do Anari;Prefeitura Municipal;Consignet;Ativo;2024-02-09;2028-11-07
CON-906;SP;Fundação De Apoio Ao Ensino, Pesquisa;Outros;Consignet;Inativo;2024-02-09;2024-11-28
CON-905;BA;Itaparica;Prefeitura Municipal;ConsigLog;Inativo;2024-02-09;2024-07-20
CON-904;MS;Rio Verde Do Mato Grosso;Prefeitura Municipal;Fasitec;Ativo;2024-02-09;2028-05-04
CON-903;BA;Aurelino Leal;Prefeitura Municipal;ConsigLog;Inativo;2024-02-09;2025-03-11
CON-902;SP;Novo Horizonte;Prefeitura Municipal;Consignet;Iniciando Renovação;2024-02-09;2025-06-26
CON-901;PA;Anapu;Prefeitura Municipal;Digital Consig;Ativo;2024-02-09;2027-09-05
CON-900;PE;Cabo De Santo Agostinho;Outros;ICM Soluções;Iniciando Renovação;2024-02-09;2025-06-17
CON-899;CE;Serviço Autônomo De Água;Autarquia;Fácil;Ativo;2024-02-09;2028-05-10
CON-898;SP;Pirapozinho;Prefeitura Municipal;Consignet;Inativo;2024-02-09;2024-11-05
CON-897;SP;Arandu;Prefeitura Municipal;Consignet;Iniciando Renovação;2024-02-09;2025-07-17
CON-896;MT;Feliz Natal;Prefeitura Municipal;NewVersion;Inativo;2024-02-09;2025-03-25
CON-895;PR;Trânsito;Outros;Consignet;Ativo;2023-12-23;2028-12-23
CON-894;PE;Carnaíba;Prefeitura Municipal;SP Consig;Ativo;2024-01-05;2029-01-05
CON-893;AM;Manacapuru;Prefeitura Municipal;Fênixsoft;Inativo;2024-01-13;2025-01-13
CON-892;SP;Pedranópolis;Prefeitura Municipal;Fasitec;Iniciando Renovação;2024-02-08;2025-07-01
CON-891;BA;Poções;Prefeitura Municipal;Fasitec;Ativo;2024-11-14;2029-11-14
CON-890;CE;Itapiúna;Prefeitura Municipal;Digital Consig;Ativo;2024-02-08;2027-01-06
CON-889;SP;Tarumã;Prefeitura Municipal;Consignet;Ativo;2024-02-08;2028-11-16
CON-888;AC;Rio Branco;Prefeitura Municipal;ConsigLog;Ativo;2024-01-15;2029-01-15
CON-887;RN;Lajes;Instituto de Previdência;SP Consig;Ativo;2024-01-26;2029-01-26
CON-886;PR;Pinhais;Prefeitura Municipal;Consignet;Ativo;2024-01-24;2028-02-08
CON-885;SC;Tijucas;Prefeitura Municipal;Consignet;Ativo;2024-01-23;2025-09-28
CON-884;RN;Bento Fernandes;Prefeitura Municipal;SP Consig;Ativo;2022-10-20;2026-10-20
CON-883;SP;Promissão;Prefeitura Municipal;Consignet;Ativo;2024-01-19;2026-01-03
CON-882;PR;Santo Inácio;Prefeitura Municipal;Consignet;Inativo;2024-01-19;2024-10-15
CON-881;SP;Pardindo;Prefeitura Municipal;Consignet;Inativo;2024-01-19;2025-06-08
CON-880;SE;Poço Verde;Prefeitura Municipal;Green Consig;Ativo;2024-01-19;2028-08-17
CON-879;RO;Nova Brasilândia D' Oeste;Prefeitura Municipal;Consignet;Ativo;2023-12-22;2028-12-22
CON-878;AL;;Instituto de Previdência;Fasitec;Ativo;2024-01-17;2029-01-17
CON-877;PR;Icaraíma;Prefeitura Municipal;Fasitec;Inativo;2024-01-17;2024-09-05
CON-876;MS;Bela Vista;Prefeitura Municipal;Consignet;Inativo;2024-01-17;2024-05-16
CON-875;SP;Araras;Instituto de Previdência;Fasitec;Inativo;2024-01-17;2025-04-05
CON-874;AM;Estado Do Amazonas - Tce Am;Tribunal;Fênixsoft;Ativo;2025-01-08;2026-01-07
CON-873;GO;Aparecida De Goiânia;Prefeitura Municipal;ConsigLog;Ativo;2023-12-27;2028-01-27
CON-872;AL;Coité Do Nóia;Prefeitura Municipal;Fasitec;Ativo;2024-01-12;2029-01-12
CON-871;SC;Rio Das Antas;Prefeitura Municipal;Consignet;Inativo;2019-12-13;2024-12-13
CON-870;SC;Gaspar;Prefeitura Municipal;Consignet;Inativo;2019-09-02;2024-09-02
CON-869;SC;Água;Outros;Consignet;Ativo;2024-05-21;2029-05-21
CON-868;RS;Xaxim;Prefeitura Municipal;Consignet;Inativo;2019-04-30;2024-04-30
CON-867;RS;Salto Do Jacuí;Prefeitura Municipal;Consignet;Ativo;2022-01-04;2027-01-04
CON-866;AL;Taquarana;Prefeitura Municipal;Fasitec;Ativo;2024-01-09;2029-01-09
CON-865;DF;Ministério De Minas;Outros;SERPRO;Inativo;2023-12-21;2024-12-21
CON-864;MS;Miranda;Prefeitura Municipal;Fasitec;Inativo;2024-01-15;2025-06-03
CON-863;PR;Amaporã . Amaporã;Instituto de Previdência;Consignet;Ativo;2023-12-13;2028-12-13
CON-862;PA;Marabá . Ipasemar;Instituto de Previdência;Consignet;Inativo;2023-12-22;2024-12-22
CON-861;PR;Rio Negro;Prefeitura Municipal;Consignet;Ativo;2025-04-17;1930-04-16
CON-860;BA;Wenceslau Guimarães;Prefeitura Municipal;Fasitec;Ativo;2024-01-15;2026-02-24
CON-859;SP;Piratininga;Prefeitura Municipal;Consignet;Iniciando Renovação;2024-01-15;2025-08-04
CON-858;PR;Pérola;Prefeitura Municipal;Consignet;Ativo;2024-01-15;2028-11-06
CON-857;CE;Trairi;Prefeitura Municipal;Consignet;Ativo;2023-12-21;2028-12-21
CON-856;MA;Tutóia;Prefeitura Municipal;Safe Consig;Ativo;2023-12-22;2027-12-22
CON-855;AP;Agência De Fomento Do Amapá;Outros;ConsigLog;Ativo;2024-10-30;2029-12-30
CON-854;CE;Ubajara;Prefeitura Municipal;Digital Consig;Ativo;2023-12-26;2028-09-26
CON-853;AM;Procuradoria Geral Do Estado Do Amazonas;Outros;ConsigLog;Ativo;2024-12-19;2025-12-18
CON-852;RS;Jaguari;Prefeitura Municipal;Consignet;Ativo;2023-12-14;2028-12-14
CON-851;BA;Ibicuí;Prefeitura Municipal;ConsigLog;Ativo;2023-12-22;2025-10-01
CON-850;PR;Brasilândia Do Sul;Prefeitura Municipal;Fasitec;Inativo;2023-12-22;2024-11-25
CON-849;PR;Santa Casa De Paranavaí;Empresa Privada;Consignet;Ativo;2023-12-22;2027-05-10
CON-848;CE;Iguatu;Prefeitura Municipal;Safe Consig;Ativo;2025-03-12;1930-03-12
CON-847;PR;Almirante Tamandaré;Instituto de Previdência;Infoconsig;Ativo;2023-12-21;2028-01-25
CON-846;RN;Natal;Prefeitura Municipal;Fácil;Ativo;2025-04-07;1930-04-07
CON-845;GO;Anápolis;Instituto de Previdência;ASBAN;Inativo;2024-01-01;2024-12-30
CON-844;GO;Montividiu;Prefeitura Municipal;Consignet;Ativo;2023-12-18;2028-12-18
CON-843;SP;Governo De São Paulo;Governo de Estado;CIP;Inativo;2018-12-28;2023-12-28
CON-842;BA;Mansidão;Prefeitura Municipal;Fasitec;Ativo;2023-12-18;2028-06-15
CON-841;MG;Sete Lagoas;Prefeitura Municipal;NeoConsig;Iniciando Renovação;2025-05-15;2026-05-15
CON-840;PR;Nova Londrina;Instituto de Previdência;Consignet;Inativo;2023-12-18;2024-10-28
CON-839;BA;Tapiramutá;Prefeitura Municipal;ConsigLog;Iniciando Renovação;2023-12-18;2025-07-14
CON-838;BA;Tapiramutá . Funtap;Instituto de Previdência;ConsigLog;Ativo;2023-12-18;2028-05-22
CON-837;BA;Itabela;Prefeitura Municipal;ConsigLog;Ativo;2023-12-18;2028-01-23
CON-836;PR;Ribeirão Do Pinhal;Prefeitura Municipal;Consignet;Inativo;2023-12-18;2024-08-16
CON-835;CE;Senador Pompéu;Prefeitura Municipal;Fácil;Ativo;2023-06-01;2028-06-01
CON-834;RO;Novo Horizonte Do Oeste;Prefeitura Municipal;Consignet;Ativo;2023-11-10;2028-11-10
CON-833;AL;São Miguel Dos Milagres;Prefeitura Municipal;Fasitec;Ativo;2023-12-14;2028-12-15
CON-831;RJ;Campos Dos Goytacazes;Prefeitura Municipal;Safe Consig;Ativo;2023-12-13;2026-06-30
CON-830;AM;Fundação Fundo Previdenciário Do Estado Do Amazonas . Amazon;Instituto de Previdência;Fênixsoft;Iniciando Renovação;2023-12-13;2025-08-05
CON-829;RO;Itapuã Do Oeste;Prefeitura Municipal;Consignet;Ativo;2023-11-27;2028-11-27
CON-828;SP;Sanasa;Empresa Privada;DB1;Inativo;2023-12-12;2025-03-03
CON-827;PR;Alto Paraná;Prefeitura Municipal;Consignet;Ativo;2023-12-12;2027-04-06
CON-826;SP;Zacarias;Instituto de Previdência;Consignet;Ativo;2023-12-12;2027-07-12
CON-825;SC;Pomerode;Instituto de Previdência;Consignet;Ativo;2023-12-12;2028-06-22
CON-824;PR;Coamo Agroindustrial Cooperativa;Empresa Privada;Consignet;Inativo;2023-12-12;2024-09-05
CON-823;MA;João Lisboa;Prefeitura Municipal;Consignet;Iniciando Renovação;2023-12-12;2025-07-27
CON-822;MA;Grajaú;Prefeitura Municipal;Consignet;Ativo;2023-12-12;2027-09-16
CON-821;PE;Altinho;Instituto de Previdência;Consignet;Ativo;2023-12-08;2028-12-08
CON-820;PE;Afogados Da Ingazeira;Câmara Municipal;Consignet;Inativo;2023-12-07;2024-12-07
CON-819;DF;Indústrias Nucleares Brasileiras Sa;Empresa Privada;SERPRO;Inativo;2023-12-04;2024-12-04
CON-818;BA;São Gonçalo Dos Campos;Prefeitura Municipal;ConsigLog;Inativo;2023-12-08;2024-09-12
CON-817;MG;Caeté;Prefeitura Municipal;Safe Consig;Iniciando Renovação;2023-12-08;2025-07-01
CON-816;SP;Macaubal;Instituto de Previdência;Consignet;Ativo;2023-12-07;2026-04-07
CON-815;MT;Canabrava Do Norte;Prefeitura Municipal;Consignet;Ativo;2023-12-05;2028-12-05
CON-814;MT;Jaciara;Prefeitura Municipal;Digital Consig;Iniciando Renovação;2023-12-05;2025-06-17
CON-813;MT;Rondonópolis;Instituto de Previdência;Digital Consig;Inativo;2023-12-05;2024-06-28
CON-812;CE;Banabuiu;Prefeitura Municipal;Digital Consig;Ativo;2023-12-05;2028-09-11
CON-811;PB;Esperança;Prefeitura Municipal;Fácil;Inativo;2023-12-04;2025-03-26
CON-810;MA;Caxias;Prefeitura Municipal;Fácil;Ativo;2023-12-04;2028-05-31
CON-809;GO;Cristalina;Prefeitura Municipal;Fasitec;Ativo;2023-12-04;2026-07-14
CON-808;SC;Florianópolis;Prefeitura Municipal;INEF;Ativo;2022-12-19;2027-12-19
CON-807;BA;Iuiu;Prefeitura Municipal;NewVersion;Ativo;2023-11-29;2026-12-21
CON-806;AC;Governo Do Acre;Governo de Estado;Fênixsoft;Ativo;2020-06-29;2028-06-30
CON-805;AL;Feira Grande;Prefeitura Municipal;Fasitec;Ativo;2023-11-28;2028-11-28
CON-804;PR;Iretama;Instituto de Previdência;Consignet;Ativo;2023-11-28;2028-06-29
CON-803;SP;Ituverava;Prefeitura Municipal;Consignet;Inativo;2023-11-27;2023-06-03
CON-802;RO;Colorado Do Oeste;Prefeitura Municipal;Consignet;Ativo;2023-11-23;2026-01-13
CON-800;SE;Ita Bolos Ltda;Empresa Privada;NewVersion;Ativo;2023-11-24;2027-04-13
CON-799;PE;Sirinhaém;Prefeitura Municipal;Fácil;Ativo;2025-03-28;1930-03-28
CON-798;PE;Afogados Da Ingazeira;Prefeitura Municipal;Consignet;Ativo;2023-11-20;2028-11-20
CON-797;ES;Marilândia;Prefeitura Municipal;Consignet;Ativo;2023-11-23;2025-11-18
CON-796;BA;Mucuri;Prefeitura Municipal;Quantum;Inativo;2023-11-23;2024-12-31
CON-795;PR;Presidente Castelo Branco;Prefeitura Municipal;Consignet;Ativo;2023-11-22;2028-07-02
CON-794;SC;Três Barras;Prefeitura Municipal;Infoconsig;Ativo;2023-11-22;2026-04-28
CON-793;PR;Bela Vista Do Paraíso;Prefeitura Municipal;Consignet;Inativo;2023-11-21;2024-03-21
CON-792;PE;Santa Cruz;Instituto de Previdência;Consignet;Ativo;2023-11-22;2026-11-26
CON-791;MS;Nova Andradina;Prefeitura Municipal;Fasitec;Ativo;2023-11-22;2025-11-19
CON-790;CE;Tururu;Prefeitura Municipal;Safe Consig;Ativo;2023-11-22;2026-04-01
CON-789;AP;Ministério Público Do Amapá;Outros;Infoconsig;Ativo;2023-11-22;2025-09-29
CON-788;PR;Apucarana;Prefeitura Municipal;ConsigBr;Inativo;2023-11-22;2024-03-11
CON-787;MG;Ituiutaba;Prefeitura Municipal;Consignet;Inativo;2023-11-22;2024-08-29
CON-786;BA;Ouriçangas;Prefeitura Municipal;Fasitec;Inativo;2023-11-20;2024-09-19
CON-785;BA;Uibaí;Prefeitura Municipal;Fasitec;Ativo;2023-11-20;2026-09-10
CON-784;PA;Igarapé-Miri;Prefeitura Municipal;RF1 Participações;Ativo;2024-12-23;2025-12-22
CON-783;SP;São Vicente;Prefeitura Municipal;Quantum;Iniciando Renovação;2023-11-17;2025-09-12
CON-782;RS;Bruning Tecnometal S/A;Empresa Privada;Consignet;Ativo;2023-11-17;2025-11-30
CON-781;AL;Fundo De Aposentadoria;Instituto de Previdência;Fasitec;Ativo;2023-11-16;2028-11-16
CON-780;RN;Currais Novos;Prefeitura Municipal;Fácil;Ativo;2023-12-01;2028-12-01
CON-779;RJ;Teresópolis;Instituto de Previdência;Quantum;Ativo;2023-11-16;2026-01-28
CON-778;BA;Jacobina;Instituto de Previdência;Fasitec;Ativo;2023-10-11;2028-10-11
CON-777;BA;Gandu;Prefeitura Municipal;ConsigLog;Ativo;2023-10-27;2028-10-27
CON-776;MG;Itajubá;Prefeitura Municipal;Unitedtech;Inativo;2023-11-14;2024-09-06
CON-775;MS;Deodápolis;Prefeitura Municipal;Fasitec;Inativo;2023-11-21;2024-10-28
CON-774;PR;Guamiranga;Prefeitura Municipal;Consignet;Ativo;2023-11-14;2028-06-01
CON-773;PI;Campo Maior;Instituto de Previdência;Fácil;Ativo;2023-11-14;2027-08-04
CON-772;RN;São Bento Do Trairí;Prefeitura Municipal;SP Consig;Inativo;2023-11-13;2024-11-13
CON-771;RJ;Belford Roxo;Prefeitura Municipal;ConsigLog;Ativo;2023-10-30;2028-10-30
CON-770;PR;Juranda;Prefeitura Municipal;Consignet;Iniciando Renovação;2023-11-10;2025-09-01
CON-769;BA;Coração De Maria;Prefeitura Municipal;Fasitec;Inativo;2023-11-10;2024-01-04
CON-768;RS;Gravataí;Instituto de Previdência;BRTEC;Ativo;2023-11-10;2027-09-01
CON-767;BA;Antônio Gonçalves;Prefeitura Municipal;ConsigLog;Ativo;2023-11-10;2026-01-26
CON-766;PR;Mangueirinha;Prefeitura Municipal;Consignet;Ativo;2023-11-10;2028-09-01
CON-765;AL;Batalha;Instituto de Previdência;Fasitec;Ativo;2023-11-09;2028-11-09
CON-764;PI;Teresina;Prefeitura Municipal;Fácil;Ativo;2024-08-30;2029-08-30
CON-763;PR;Assembleia Legislativa Do Do Estado Do Paraná;Assembléia;Consignet;Inativo;2023-11-10;2024-08-24
CON-762;PE;Venturosa;Instituto de Previdência;SP Consig;Ativo;2023-09-01;2028-09-01
CON-761;MA;Fernando Falcão;Prefeitura Municipal;Consignet;Ativo;2023-11-08;2025-11-08
CON-760;PR;Capitão Leonidas Marques;Prefeitura Municipal;Consignet;Ativo;2023-11-21;2028-11-21
CON-759;GO;Gouvelândia;Prefeitura Municipal;Consignet;Ativo;2023-10-30;2028-10-30
CON-758;MG;Uberaba;Instituto de Previdência;Unitedtech;Inativo;2023-11-08;2024-08-28
CON-757;GO;Goiânia;Prefeitura Municipal;ConsigLog;Inativo;2023-11-08;2024-10-23
CON-756;SP;Valentim Gentil;Prefeitura Municipal;Fasitec;Inativo;2023-11-08;2024-06-15
CON-755;GO;Uruaçu;Câmara Municipal;Digital Consig;Ativo;2023-11-08;2026-02-02
CON-754;PE;Quixelô;Prefeitura Municipal;Digital Consig;Ativo;2023-11-08;2026-04-28
CON-753;SP;Dos Servidores Públicos Municipais Efetivos De Bauru;Instituto de Previdência;DB1;Inativo;2023-11-08;2024-11-06
CON-752;PE;Panelas;Prefeitura Municipal;Consignet;Iniciando Renovação;2023-11-08;2025-08-20
CON-751;RO;Cabixi;Prefeitura Municipal;Consignet;Ativo;2023-11-21;2028-11-21
CON-750;PE;Brejão;Prefeitura Municipal;Fácil;Ativo;2023-11-01;2028-11-01
CON-749;SP;Mogi Das Cruzes;Prefeitura Municipal;ConsigLog;Ativo;2023-10-24;2027-10-24
CON-748;RO;Cacaulândia;Prefeitura Municipal;Consignet;Ativo;2023-11-06;2028-11-06
CON-747;RS;Ijuí;Instituto de Previdência;Lucas/Siga TI;Inativo;2023-11-06;2025-05-07
CON-746;RS;Ijuí;Prefeitura Municipal;Lucas/Siga TI;Inativo;2023-11-06;2025-05-07
CON-745;CE;Amontada;Instituto de Previdência;Safe Consig;Ativo;2023-11-06;2028-07-03
CON-744;AM;Iranduba;Instituto de Previdência;LINE IT;Inativo;2023-11-06;2024-05-20
CON-743;RO;Cujubim;Prefeitura Municipal;Consignet;Inativo;2023-11-06;2024-04-30
CON-742;RS;Novo Hamburgo;Prefeitura Municipal;ASBAN;Inativo;2023-11-06;2024-09-04
CON-741;SP;Colombia;Prefeitura Municipal;Consignet;Ativo;2023-11-06;2028-07-31
CON-740;SP;Tabatinga;Prefeitura Municipal;Consignet;Inativo;2025-01-01;1930-01-01
CON-739;PR;Marialva;Prefeitura Municipal;Consignet;Ativo;2023-11-06;2027-02-10
CON-738;RO;Cerejeiras;Prefeitura Municipal;Consignet;Ativo;2023-11-06;2028-01-24
CON-737;PE;Itapissuma;Prefeitura Municipal;Consignet;Iniciando Renovação;2023-11-06;2025-06-09
CON-736;SE;Maruim;Prefeitura Municipal;Fasitec;Ativo;2023-11-06;2026-03-29
CON-735;AM;Tribunal De Justiça Do Amazonas;Tribunal;PRODAM;Inativo;2023-11-06;2024-07-11
CON-734;PI;Paulistana;Instituto de Previdência;Consignet;Ativo;2023-06-29;2028-06-29
CON-733;SP;São José Do Rio Preto Sp;Prefeitura Municipal;Quantum;Inativo;2023-09-27;2025-04-28
CON-732;SP;São José Do Rio Preto;Instituto de Previdência;Quantum;Ativo;2023-09-27;2027-09-27
CON-731;PE;Recife;Câmara Municipal;Fácil;Ativo;2025-01-15;2026-01-18
CON-730;PE;Fundo Previdenciário De Bodocó;Instituto de Previdência;Fasitec;Inativo;2023-10-27;2024-09-13
CON-729;PR;Fundação Universidade Estadual De Maringá;Outros;Consignet;Iniciando Renovação;2023-10-27;2025-07-08
CON-728;PE;Chã De Alegria;Prefeitura Municipal;Consignet;Ativo;2023-10-20;2028-10-20
CON-727;PI;Água Branca;Instituto de Previdência;Consignet;Ativo;2023-10-27;2028-10-27
CON-726;PI;Paulistana;Prefeitura Municipal;Consignet;Inativo;2023-10-27;2024-10-27
CON-725;CE;Redenção;Prefeitura Municipal;Safe Consig;Ativo;2023-10-27;2026-01-11
CON-724;PE;Chã De Alegria;Prefeitura Municipal;Consignet;Ativo;2023-10-20;2028-10-20
CON-723;PB;Defensoria Pública Do Estado Da Paraíba;Outros;Fácil;Inativo;2023-10-27;2024-12-30
CON-722;PI;Altos;Prefeitura Municipal;Fácil;Inativo;2023-10-27;2025-04-14
CON-721;RJ;Vassouras - Fu;Instituto de Previdência;Consignet;Ativo;2023-10-23;2026-11-22
CON-720;AP;;Instituto de Previdência;ConsigLog;Inativo;2023-10-20;2024-10-20
CON-719;SP;Pedrinhas Paulista;Prefeitura Municipal;Consignet;Ativo;2023-10-23;2028-10-23
CON-718;CE;Beberibe;Prefeitura Municipal;Safe Consig;Inativo;2023-10-24;2024-10-03
CON-717;AL;Viçosa;Instituto de Previdência;Fasitec;Ativo;2023-10-20;2028-10-20
CON-716;RO;Governador Jorge Teixeira;Prefeitura Municipal;Consignet;Ativo;2023-10-18;2028-10-18
CON-714;MS;Ladário;Prefeitura Municipal;Consignet;Ativo;2022-03-10;2027-03-10
