CHAMADO;UF;MUNICIPIO;TIPO_ETABELECIMENTO;CONCORRENTE;STATUS;DATA_INI;DATA_FIM
CON-1039;BA;Campo Formoso;Prefeitura Municipal;Fasitec;Ativo;2024-04-16;2029-02-22
CON-1038;MT;FUNDO MUNICIPAL E PREVIDÊNCIA SOCIAL DOS SERVIDORES DE SÃO JOSÉ DOS QUATRO MARCOS;Instituto de Previdência;Digital Consig;Ativo;2024-04-16;2029-02-09
CON-1037;SP;Barra Bonita;Prefeitura Municipal;Consignet;Ativo;2024-04-16;2025-10-15
CON-1036;CE;Acopiara;Prefeitura Municipal;Fácil;Ativo;2024-04-02;2029-04-02
CON-1035;MS;Bodoquena;Prefeitura Municipal;Consignet;Ativo;2025-04-07;1930-04-05
CON-1034;SC;Fundação Inst. de Previdência Social dos Servidores de São Francisco do Sul - IPRESF;Instituto de Previdência;Consignet;Ativo;2024-03-06;2029-03-05
CON-1033;MA;Pedreiras;Prefeitura Municipal;Digital Consig;Ativo;2024-04-15;2027-01-05
CON-1032;PB;Granja Cascavel;Empresa Privada;SP Consig;Ativo;2024-04-12;2026-05-04
CON-1031;PR;Santana do Itararé;Prefeitura Municipal;Consignet;Ativo;2024-04-12;2028-05-10
CON-1030;MT;Mirassol Previ;Instituto de Previdência;Digital Consig;Ativo;2024-04-12;2028-11-03
CON-1029;BA;Morro do Chapéu;Prefeitura Municipal;ConsigLog;Ativo;2024-04-12;2026-01-17
CON-1028;RN;Fernando Pedroza;Prefeitura Municipal;SP Consig;Ativo;2022-09-15;2027-09-15
CON-1027;MS;Botoquena;Prefeitura Municipal;Fasitec;Ativo;2024-04-10;2029-04-10
CON-1026;PE;Buenos Aires;Prefeitura Municipal;Consignet;Ativo;2024-02-21;2029-02-21
CON-1025;CE;Baturité;Prefeitura Municipal;Digital Consig;Ativo;2024-04-08;2028-11-23
CON-1024;CE;INSTITUTO DE PREVIDENCIA DOS SERVIDORES PUBLICOS DE SÃO GONÇALO DO AMARANTE;Instituto de Previdência;Safe Consig;Inativo;2024-04-08;2024-03-22
CON-1023;PB;Algodão de Jandaíra;Prefeitura Municipal;SP Consig;Ativo;2024-04-08;2026-04-28
CON-1022;MS;INSTITUTO DE PREVIDÊNCIA SOCIAL DOS SERVIDORES MUNICIPAIS DE JARDIM . MS - IPJ;Instituto de Previdência;Consignet;Ativo;2024-04-05;2029-04-05
CON-1021;PE;Pesqueira;Prefeitura Municipal;NewVersion;Ativo;2025-03-26;1930-03-26
CON-1020;RJ;BARRA MANSA/RJ - PREVIBAM;Instituto de Previdência;Infoconsig;Inativo;2024-04-05;2025-05-11
CON-1019;SP;Santa Adélia;Prefeitura Municipal;Fasitec;Ativo;2024-04-05;2026-01-20
CON-1018;SP;Américo Brasiliense;Prefeitura Municipal;Consignet;Inativo;2024-04-05;2025-04-22
CON-1017;MG;Auditar Contabilidade Consultiva S/S;Empresa Privada;Consignet;Ativo;2024-04-05;2028-11-20
CON-1015;PR;Miraselva;Prefeitura Municipal;Consignet;Ativo;2024-04-04;2029-04-04
CON-1014;PA;Dom Eliseu;Instituto de Previdência;Fácil;Ativo;2024-04-04;2029-04-04
CON-1013;MS;IGUATEMI;Prefeitura Municipal;Consignet;Ativo;2024-03-05;2029-03-05
CON-1012;PE;Granito;Prefeitura Municipal;Fasitec;Ativo;2024-04-01;2029-04-01
CON-1011;PR;Fundo dos Servidores Públicos do Município de Altônia - FAPESPAL;Prefeitura Municipal;Consignet;Ativo;2024-04-01;2028-11-13
CON-1010;SP;Sumaré;Prefeitura Municipal;ConsigLog;Iniciando Renovação;2023-06-24;2025-06-24
CON-1009;CE;Boa Viagem;Prefeitura Municipal;Fácil;Ativo;2024-03-28;2025-09-15
CON-1008;PR;Figueira;Prefeitura Municipal;Consignet;Iniciando Renovação;2024-03-28;2025-09-01
CON-1007;SP;Potim;Prefeitura Municipal;Consignet;Ativo;2024-03-27;2027-02-21
CON-1006;BA;Jeremoabo;Prefeitura Municipal;Fasitec;Ativo;2024-03-27;2028-10-02
CON-1005;SP;Tribunal de Justiça do Estado de São Paulo - TJSP;Tribunal;CIP;Ativo;2024-03-27;2027-06-06
CON-1004;MA;Olho D'agua das Cunhãs;Prefeitura Municipal;Consignet;Inativo;2024-03-26;2025-03-26
CON-1003;CE;Barro;Prefeitura Municipal;Safe Consig;Ativo;2024-03-26;2029-03-26
CON-1002;SC;Fundação Cultural de Balneário Camboriú;Outros;Consignet;Inativo;2024-03-26;2025-03-26
CON-1001;PB;Parari;Câmara Municipal;SP Consig;Ativo;2024-03-26;2028-07-20
CON-1000;AL;INSTITUTO DE PREVIDÊNCIA MUNICIPAL DE CRAÍBAS - CRAÍBAS PREV;Instituto de Previdência;Fasitec;Ativo;2024-03-25;2029-03-25
CON-999;PA;ALTAPREV - Instituto de Previdência Social dos Servidores Públicos do Município de Altamira;Prefeitura Municipal;Digital Consig;Ativo;2024-03-25;2027-07-05
CON-998;PI;Oeiras;Prefeitura Municipal;LINE IT;Ativo;2024-03-25;2026-10-19
CON-997;SE;Simão Dias;Prefeitura Municipal;NewVersion;Inativo;2024-03-25;2024-03-25
CON-996;RO;Instituto Municipal de Previdência de Machadinho D´Oeste;Instituto de Previdência;Consignet;Inativo;2024-05-21;2025-05-21
CON-995;SC;Paranduva;Prefeitura Municipal;Consignet;Ativo;2024-01-23;2029-01-23
CON-994;MT;Fundo Municipal de Previdência Social dos Servidores do Município de Santa Terezinha - PREVIST;Instituto de Previdência;Consignet;Inativo;2024-03-25;2025-03-25
CON-993;MS;Batayporã;Prefeitura Municipal;Consignet;Ativo;2024-03-25;2029-03-25
CON-992;CE;Aquiraz;Prefeitura Municipal;Safe Consig;Inativo;2024-03-22;2024-09-01
CON-991;PI;Esperantina;Prefeitura Municipal;Digital Consig;Ativo;2024-03-22;2026-08-09
CON-990;PR;Lupionópolis;Prefeitura Municipal;Consignet;Ativo;2024-02-27;2029-02-27
CON-989;SP;Santa Mercedes;Prefeitura Municipal;Consignet;Inativo;2024-03-22;2024-07-29
CON-988;MT;ROSARIO PREVI - FUNDO MUNICIPAL DE PREVIDENCIA SOCIAL DOS SERVIDORES DE ROSARIO OESTE;Instituto de Previdência;Digital Consig;Inativo;2024-03-22;2024-10-01
CON-987;RJ;Barra Mansa;Prefeitura Municipal;Infoconsig;Inativo;2024-03-22;2024-05-11
CON-986;RJ;SERVIÇO AUTÔNOMO DE ÁGUA E ESGOTO DE BARRA MANSA - SAAE RJ;Autarquia;Infoconsig;Inativo;2024-03-22;2024-05-11
CON-985;RN;Angicos;Prefeitura Municipal;SP Consig;Ativo;2024-03-20;1934-03-20
CON-984;MT;Juruena;Prefeitura Municipal;Digital Consig;Ativo;2024-03-20;2026-03-26
CON-983;BA;Pilão Arcado;Prefeitura Municipal;ConsigLog;Ativo;2024-03-20;2025-12-02
CON-982;BA;Cariranhanha;Prefeitura Municipal;Fasitec;Iniciando Renovação;2024-03-20;2025-08-11
CON-981;CE;Cascavel;Prefeitura Municipal;Safe Consig;Inativo;2024-03-20;2024-12-10
CON-980;PR;Assis Chateaubriand;Prefeitura Municipal;Consignet;Ativo;2024-03-20;2026-06-07
CON-979;MA;COMPANHIA DE SANEAMENTO AMBIENTAL DO MARANHÃO - CAEMA;Autarquia;Fácil;Ativo;2024-03-12;2026-03-12
CON-978;PB;Serra Redonda;Prefeitura Municipal;Metaconsig;Ativo;2024-03-11;2029-03-11
CON-977;MG;CORONEL FABRICIANO - PREVCEL;Instituto de Previdência;Unitedtech;Ativo;2024-05-08;2027-03-08
CON-976;PI;Fundo Previdenciário do Município de Floriano;Instituto de Previdência;Consignet;Ativo;2024-03-15;2028-04-27
CON-975;SP;SERVIÇO DE ÁGUA, ESGOTO DO MUNICÍPIO DE ARARAS -  SAEMA;Autarquia;Infoconsig;Ativo;2024-03-15;2026-09-29
CON-974;SP;Estância Balneária de Ubatuba;Prefeitura Municipal;NeoConsig;Ativo;2024-10-04;2029-10-03
CON-973;PR;São Mateus do Sul;Prefeitura Municipal;Montreal;Inativo;2024-03-15;2025-03-15
CON-972;SP;HBA HUTCHINSON BRASIL AUTOMOTIVE LTDA.;Empresa Privada;Consignet;Ativo;2024-03-15;2026-11-22
CON-971;MS;Paranhos;Prefeitura Municipal;Consignet;Ativo;2024-03-13;2029-03-13
CON-970;RS;Nova Prata;Prefeitura Municipal;Consignet;Ativo;2025-04-14;1930-04-12
CON-969;PB;Hospital e Maternidade Flávio Ribeiro Coutinho;Outros;Fácil;Ativo;2024-03-11;2027-09-13
CON-968;PR;Campina da Lagoa;Prefeitura Municipal;Consignet;Ativo;2024-03-11;2028-07-11
CON-967;SC;Assembleia Legislativa do Estado de Santa Catarina - ALESC;Assembléia;Safe Consig;Inativo;2024-03-11;2024-03-11
CON-966;TO;Governo do Tocantins;Governo de Estado;SiConsig;Ativo;2024-03-14;2026-03-14
CON-965;RS;Porto Alegre;Prefeitura Municipal;NeoConsig;Ativo;2024-03-07;2029-03-07
CON-964;PI;Governo do Piauí;Governo de Estado;Fácil;Inativo;2024-03-06;2025-03-06
CON-963;BA;Luís Eduardo Magalhães;Prefeitura Municipal;ConsigLog;Ativo;2024-01-29;2028-01-29
CON-962;BA;Cafarnaum;Prefeitura Municipal;Fasitec;Ativo;2024-03-08;2026-04-22
CON-961;MT;Tribunal de Justiça do Estado de Mato Grosso - TJMT;Tribunal;SERPRO;Inativo;2024-03-08;2024-12-15
CON-960;TO;Sampaio;Câmara Municipal;Consignet;Ativo;2024-03-08;2028-08-07
CON-959;PI;Fundo Previdenciário do Município de Regeneração;Instituto de Previdência;Consignet;Iniciando Renovação;2024-03-08;2025-08-31
CON-958;RJ;Petrópolis;Prefeitura Municipal;BRTEC;Ativo;2024-02-22;2029-02-22
CON-957;PR;Lidianópolis;Prefeitura Municipal;Consignet;Ativo;2024-03-08;2028-08-01
CON-956;PR;Sabáudia;Prefeitura Municipal;Consignet;Ativo;2024-03-08;2028-10-09
CON-955;RO;Vale do Paraíso;Prefeitura Municipal;Consignet;Ativo;2024-02-29;2029-02-28
CON-954;CE;Mauriti;Prefeitura Municipal;Digital Consig;Ativo;2024-03-07;2026-06-30
CON-953;PA;Ananindeua;Prefeitura Municipal;RF1 Participações;Inativo;2024-03-07;2024-12-06
CON-952;RO;Alto Alegre dos Parecis;Prefeitura Municipal;Consignet;Ativo;2024-03-06;2029-03-06
CON-951;SP;Indiaporã;Prefeitura Municipal;Fasitec;Iniciando Renovação;2024-03-07;2025-07-20
CON-950;RS;Instituto de Previdência dos Servidores Públicos - Previjuí;Instituto de Previdência;Lucas/Siga TI;Inativo;2024-03-07;2025-05-07
CON-949;MG;Moema;Prefeitura Municipal;Consignet;Ativo;2024-03-06;2029-03-06
CON-948;RS;Caseiros;Prefeitura Municipal;Consignet;Inativo;2024-03-05;2025-03-05
CON-947;RJ;Mangaratiba;Prefeitura Municipal;ConsigLog;Ativo;2023-12-06;2028-12-28
CON-946;SP;DEPARTAMENTO AUTÔNOMO DE ÁGUA E ESGOTO DE RIO CLARO/SP (DAAE);Autarquia;Consignet;Ativo;2024-03-06;2026-12-21
CON-945;PR;Umuarama;Prefeitura Municipal;Consignet;Ativo;2024-03-06;2027-01-17
CON-944;PI;Lagoa Alegre;Prefeitura Municipal;Digital Consig;Iniciando Renovação;2024-03-06;2025-07-23
CON-943;PR;Almirante Tamandaré;Prefeitura Municipal;Fasitec;Ativo;2025-03-24;1930-03-23
CON-942;BA;São Desidério;Prefeitura Municipal;Fasitec;Ativo;2024-03-06;2027-03-10
CON-941;AM;Tefé;Prefeitura Municipal;RF1 Participações;Inativo;2023-08-22;2024-08-22
CON-940;PA;Abaetuba;Prefeitura Municipal;RF1 Participações;Ativo;2023-11-30;2028-11-30
CON-939;PA;Portel;Prefeitura Municipal;RF1 Participações;Ativo;2023-04-05;2028-03-05
CON-938;PA;Juriti;Prefeitura Municipal;RF1 Participações;Ativo;2023-03-27;2028-03-27
CON-937;PA;Óbidos;Prefeitura Municipal;RF1 Participações;Ativo;2023-08-23;2028-08-23
CON-936;PI;Instituto de Previdência do Município de Parnaíba;Instituto de Previdência;Consignet;Inativo;2024-03-04;2024-12-10
CON-935;PR;Nova América da Colina;Prefeitura Municipal;Consignet;Ativo;2024-03-04;2026-01-25
CON-934;SP;Pederneiras;Prefeitura Municipal;Montreal;Ativo;2024-03-04;2025-09-16
CON-933;CE;Potengi;Prefeitura Municipal;Fácil;Ativo;2024-03-04;2027-11-07
CON-932;RO;INSTITUTO DE PREVIDÊNCIA SOCIAL DOS SERVIDORES PÚBLICOS MUNICIPAIS DE SERINGUEIRAS;Instituto de Previdência;Consignet;Ativo;2024-03-04;2026-08-24
CON-931;PB;INSTITUTO DE PREVIDÊNCIA SOCIAL DOS SERVIDORES PÚBLICOS MUNICIPAIS DE CAMPINA GRANDE - IPSEM;Instituto de Previdência;Fácil;Inativo;2024-03-04;2024-10-01
CON-930;SP;Elias Fausto;Prefeitura Municipal;ConsigLog;Iniciando Renovação;2024-03-04;2025-07-09
CON-929;AL;Passo de Camaragibe;Prefeitura Municipal;Fasitec;Ativo;2024-03-04;2027-08-03
CON-928;BA;Adustina;Prefeitura Municipal;Fasitec;Ativo;2024-03-04;2028-10-30
CON-927;SP;DAE Bauru;Outros;Consignet;Ativo;2024-02-16;2026-02-16
CON-926;SC;Instituto de Previdência do Município de Tijucas - SC - PREVISERTI;Instituto de Previdência;Consignet;Inativo;2024-02-21;2025-02-21
CON-925;PR;General Carneiro;Prefeitura Municipal;Mconsig;Inativo;2024-02-22;2025-03-03
CON-924;MT;Várzea Grande;Prefeitura Municipal;ASBAN;Iniciando Renovação;2025-04-11;2025-10-10
CON-923;RJ;Instituto de Previdência Social de Macaé - MACAEPREV;Instituto de Previdência;SP Consig;Ativo;2025-05-19;2026-05-19
CON-922;MS;Angélica;Prefeitura Municipal;Consignet;Inativo;2024-02-22;2025-05-21
CON-921;MA;Brejo;Prefeitura Municipal;Digital Consig;Ativo;2024-02-22;2025-10-01
CON-920;SP;Departamento de Esgoto e Água de Guaíra (DEAGUA);Autarquia;Consignet;Ativo;2024-02-22;2028-11-22
CON-919;PR;Guaratuba - GUARAPREV;Instituto de Previdência;Consignet;Ativo;2024-02-22;2026-01-04
CON-918;CE;Barbalha;Prefeitura Municipal;Fácil;Inativo;2024-02-21;2024-09-21
CON-917;PR;Arapongas e Instituto de Previdência;Prefeitura Municipal;Consignet;Ativo;2024-02-21;2028-07-31
CON-916;RS;Santa Maria;Prefeitura Municipal;Consignet;Inativo;2024-02-21;2024-12-06
CON-915;CE;Deputado Irapuan Pinheiro;Prefeitura Municipal;Safe Consig;Inativo;2024-02-21;2025-02-11
CON-914;AL;Palestina;Prefeitura Municipal;Fasitec;Ativo;2024-02-20;2029-02-20
CON-913;SC;Joinville e IPREVILLE;Instituto de Previdência;SERPRO;Ativo;2024-02-19;2026-02-19
CON-912;AM;Autazes;Prefeitura Municipal;Fênixsoft;Ativo;2024-01-19;2028-01-19
CON-911;MS;Alcinópolis;Prefeitura Municipal;Fasitec;Iniciando Renovação;2024-02-19;2025-06-23
CON-910;PR;São Carlos do Ivaí;Prefeitura Municipal;Fasitec;Ativo;2024-02-19;2025-10-29
CON-909;MG;Machado;Prefeitura Municipal;Unitedtech;Inativo;2024-02-19;2025-03-20
CON-908;SP;Fundação de Saúde Pública de São Sebastião;Outros;ConsigLog;Ativo;2024-02-09;2028-10-30
CON-907;RO;do Vale do Anari;Prefeitura Municipal;Consignet;Ativo;2024-02-09;2028-11-07
CON-906;SP;Fundação de Apoio ao Ensino, Pesquisa e Assistência do Hospital das Clínicas da Faculdade de Medicina de Ribeirão Preto da Universidade de São Paulo - USP;Outros;Consignet;Inativo;2024-02-09;2024-11-28
CON-905;BA;Itaparica;Prefeitura Municipal;ConsigLog;Inativo;2024-02-09;2024-07-20
CON-904;MS;Rio Verde do Mato Grosso;Prefeitura Municipal;Fasitec;Ativo;2024-02-09;2028-05-04
CON-903;BA;Aurelino Leal;Prefeitura Municipal;ConsigLog;Inativo;2024-02-09;2025-03-11
CON-902;SP;Novo Horizonte;Prefeitura Municipal;Consignet;Iniciando Renovação;2024-02-09;2025-06-26
CON-901;PA;Anapu;Prefeitura Municipal;Digital Consig;Ativo;2024-02-09;2027-09-05
CON-900;PE;Fundo Municipal de Saúde de Cabo de Santo Agostinho;Outros;ICM Soluções;Iniciando Renovação;2024-02-09;2025-06-17
CON-899;CE;Serviço Autônomo de Água e Esgoto - SAAE Iguatu;Autarquia;Fácil;Ativo;2024-02-09;2028-05-10
CON-898;SP;Pirapozinho;Prefeitura Municipal;Consignet;Inativo;2024-02-09;2024-11-05
CON-897;SP;Arandu;Prefeitura Municipal;Consignet;Iniciando Renovação;2024-02-09;2025-07-17
CON-896;MT;Feliz Natal;Prefeitura Municipal;NewVersion;Inativo;2024-02-09;2025-03-25
CON-895;PR;Companhia Municipal de Trânsito e Urbanização de Londrina (CMTU-LD);Outros;Consignet;Ativo;2023-12-23;2028-12-23
CON-894;PE;Carnaíba;Prefeitura Municipal;SP Consig;Ativo;2024-01-05;2029-01-05
CON-893;AM;Manacapuru;Prefeitura Municipal;Fênixsoft;Inativo;2024-01-13;2025-01-13
CON-892;SP;Pedranópolis;Prefeitura Municipal;Fasitec;Iniciando Renovação;2024-02-08;2025-07-01
CON-891;BA;Poções;Prefeitura Municipal;Fasitec;Ativo;2024-11-14;2029-11-14
CON-890;CE;Itapiúna;Prefeitura Municipal;Digital Consig;Ativo;2024-02-08;2027-01-06
CON-889;SP;Tarumã;Prefeitura Municipal;Consignet;Ativo;2024-02-08;2028-11-16
CON-888;AC;Rio Branco;Prefeitura Municipal;ConsigLog;Ativo;2024-01-15;2029-01-15
CON-887;RN;Fundo de Previdência Social do Município de Lajes . PREVLAJES;Instituto de Previdência;SP Consig;Ativo;2024-01-26;2029-01-26
CON-886;PR;Pinhais;Prefeitura Municipal;Consignet;Ativo;2024-01-24;2028-02-08
CON-885;SC;Tijucas;Prefeitura Municipal;Consignet;Ativo;2024-01-23;2025-09-28
CON-884;RN;Bento Fernandes;Prefeitura Municipal;SP Consig;Ativo;2022-10-20;2026-10-20
CON-883;SP;Promissão;Prefeitura Municipal;Consignet;Ativo;2024-01-19;2026-01-03
CON-882;PR;Santo Inácio;Prefeitura Municipal;Consignet;Inativo;2024-01-19;2024-10-15
CON-881;SP;Pardindo;Prefeitura Municipal;Consignet;Inativo;2024-01-19;2025-06-08
CON-880;SE;Poço Verde;Prefeitura Municipal;Green Consig;Ativo;2024-01-19;2028-08-17
CON-879;RO;Nova Brasilândia D' Oeste;Prefeitura Municipal;Consignet;Ativo;2023-12-22;2028-12-22
CON-878;AL;IAPREV - Instituto de Aposentadoria, Previdência e Pensões de Pão de Açucar;Instituto de Previdência;Fasitec;Ativo;2024-01-17;2029-01-17
CON-877;PR;Icaraíma;Prefeitura Municipal;Fasitec;Inativo;2024-01-17;2024-09-05
CON-876;MS;Bela Vista;Prefeitura Municipal;Consignet;Inativo;2024-01-17;2024-05-16
CON-875;SP;Serviço de Previdência Social do Município de Araras - ARAPREV;Instituto de Previdência;Fasitec;Inativo;2024-01-17;2025-04-05
CON-874;AM;Estado do Amazonas - TCE AM;Tribunal;Fênixsoft;Ativo;2025-01-08;2026-01-07
CON-873;GO;Aparecida de Goiânia;Prefeitura Municipal;ConsigLog;Ativo;2023-12-27;2028-01-27
CON-872;AL;Coité do Nóia;Prefeitura Municipal;Fasitec;Ativo;2024-01-12;2029-01-12
CON-871;SC;Rio das Antas;Prefeitura Municipal;Consignet;Inativo;2019-12-13;2024-12-13
CON-870;SC;Gaspar;Prefeitura Municipal;Consignet;Inativo;2019-09-02;2024-09-02
CON-869;SC;SERVIÇO AUTÔNOMO MUNICIPAL DE ÁGUA E ESGOTO . SAMAE BRUSQUE;Outros;Consignet;Ativo;2024-05-21;2029-05-21
CON-868;RS;Xaxim;Prefeitura Municipal;Consignet;Inativo;2019-04-30;2024-04-30
CON-867;RS;Salto do Jacuí;Prefeitura Municipal;Consignet;Ativo;2022-01-04;2027-01-04
CON-866;AL;Taquarana;Prefeitura Municipal;Fasitec;Ativo;2024-01-09;2029-01-09
CON-865;DF;Ministério de Minas e Energia/Indústrias Nucleares do Brasil S/A;Outros;SERPRO;Inativo;2023-12-21;2024-12-21
CON-864;MS;Miranda;Prefeitura Municipal;Fasitec;Inativo;2024-01-15;2025-06-03
CON-863;PR;Fundo de Previdência dos Servidores Públicos do Município de Amaporã . AMAPORÃPREV;Instituto de Previdência;Consignet;Ativo;2023-12-13;2028-12-13
CON-862;PA;Instituto de Previdência Social dos Servidores Públicos do Município de Marabá . IPASEMAR;Instituto de Previdência;Consignet;Inativo;2023-12-22;2024-12-22
CON-861;PR;Rio Negro;Prefeitura Municipal;Consignet;Ativo;2025-04-17;1930-04-16
CON-860;BA;Wenceslau Guimarães;Prefeitura Municipal;Fasitec;Ativo;2024-01-15;2026-02-24
CON-859;SP;Piratininga;Prefeitura Municipal;Consignet;Iniciando Renovação;2024-01-15;2025-08-04
CON-858;PR;Pérola;Prefeitura Municipal;Consignet;Ativo;2024-01-15;2028-11-06
CON-857;CE;Trairi;Prefeitura Municipal;Consignet;Ativo;2023-12-21;2028-12-21
CON-856;MA;Tutóia;Prefeitura Municipal;Safe Consig;Ativo;2023-12-22;2027-12-22
CON-855;AP;Agência de Fomento do Amapá;Outros;ConsigLog;Ativo;2024-10-30;2029-12-30
CON-854;CE;Ubajara;Prefeitura Municipal;Digital Consig;Ativo;2023-12-26;2028-09-26
CON-853;AM;Procuradoria Geral do Estado do Amazonas - PGE;Outros;ConsigLog;Ativo;2024-12-19;2025-12-18
CON-852;RS;Jaguari;Prefeitura Municipal;Consignet;Ativo;2023-12-14;2028-12-14
CON-851;BA;Ibicuí;Prefeitura Municipal;ConsigLog;Ativo;2023-12-22;2025-10-01
CON-850;PR;Brasilândia do Sul;Prefeitura Municipal;Fasitec;Inativo;2023-12-22;2024-11-25
CON-849;PR;Santa Casa de Paranavaí;Empresa Privada;Consignet;Ativo;2023-12-22;2027-05-10
CON-848;CE;Iguatu;Prefeitura Municipal;Safe Consig;Ativo;2025-03-12;1930-03-12
CON-847;PR;IPMAT - INTITUTO DE PREVIDÊNCIA DO MUNICÍPIO DE ALMIRANTE TAMANDARÉ;Instituto de Previdência;Infoconsig;Ativo;2023-12-21;2028-01-25
CON-846;RN;Natal;Prefeitura Municipal;Fácil;Ativo;2025-04-07;1930-04-07
CON-845;GO;INSTITUTO DE SEGURIDADE SOCIAL DOS SERVIDORES MUNICIPAIS DE ANÁPOLIS - ISSA;Instituto de Previdência;ASBAN;Inativo;2024-01-01;2024-12-30
CON-844;GO;Montividiu;Prefeitura Municipal;Consignet;Ativo;2023-12-18;2028-12-18
CON-843;SP;Governo de São Paulo;Governo de Estado;CIP;Inativo;2018-12-28;2023-12-28
CON-842;BA;Mansidão;Prefeitura Municipal;Fasitec;Ativo;2023-12-18;2028-06-15
CON-841;MG;Sete Lagoas;Prefeitura Municipal;NeoConsig;Iniciando Renovação;2025-05-15;2026-05-15
CON-840;PR;Nova Londrina PREV;Instituto de Previdência;Consignet;Inativo;2023-12-18;2024-10-28
CON-839;BA;Tapiramutá;Prefeitura Municipal;ConsigLog;Iniciando Renovação;2023-12-18;2025-07-14
CON-838;BA;FUNDO DE PREVIDÊNCIA SOCIAL DOS SERVIDORES PÚBLICOS DO MUNICÍPIO DE TAPIRAMUTÁ . FUNTAP;Instituto de Previdência;ConsigLog;Ativo;2023-12-18;2028-05-22
CON-837;BA;Itabela;Prefeitura Municipal;ConsigLog;Ativo;2023-12-18;2028-01-23
CON-836;PR;Ribeirão do Pinhal;Prefeitura Municipal;Consignet;Inativo;2023-12-18;2024-08-16
CON-835;CE;Senador Pompéu;Prefeitura Municipal;Fácil;Ativo;2023-06-01;2028-06-01
CON-834;RO;Novo Horizonte do Oeste;Prefeitura Municipal;Consignet;Ativo;2023-11-10;2028-11-10
CON-833;AL;São Miguel dos Milagres;Prefeitura Municipal;Fasitec;Ativo;2023-12-14;2028-12-15
CON-831;RJ;Campos dos Goytacazes;Prefeitura Municipal;Safe Consig;Ativo;2023-12-13;2026-06-30
CON-830;AM;Fundação Fundo Previdenciário do Estado do Amazonas . AMAZONPREV;Instituto de Previdência;Fênixsoft;Iniciando Renovação;2023-12-13;2025-08-05
CON-829;RO;Itapuã do Oeste;Prefeitura Municipal;Consignet;Ativo;2023-11-27;2028-11-27
CON-828;SP;SANASA - Campinas;Empresa Privada;DB1;Inativo;2023-12-12;2025-03-03
CON-827;PR;Alto Paraná;Prefeitura Municipal;Consignet;Ativo;2023-12-12;2027-04-06
CON-826;SP;Instituto de Previdência Municipal de Zacarias - IPREMZAC;Instituto de Previdência;Consignet;Ativo;2023-12-12;2027-07-12
CON-825;SC;Fundo Municipal de Previdência Social dos Servidores de Pomerode;Instituto de Previdência;Consignet;Ativo;2023-12-12;2028-06-22
CON-824;PR;Coamo Agroindustrial Cooperativa;Empresa Privada;Consignet;Inativo;2023-12-12;2024-09-05
CON-823;MA;João Lisboa;Prefeitura Municipal;Consignet;Iniciando Renovação;2023-12-12;2025-07-27
CON-822;MA;Grajaú;Prefeitura Municipal;Consignet;Ativo;2023-12-12;2027-09-16
CON-821;PE;Previdência Social de Altinho;Instituto de Previdência;Consignet;Ativo;2023-12-08;2028-12-08
CON-820;PE;Câmara de Afogados da Ingazeira;Câmara Municipal;Consignet;Inativo;2023-12-07;2024-12-07
CON-819;DF;Indústrias Nucleares Brasileiras SA - INB;Empresa Privada;SERPRO;Inativo;2023-12-04;2024-12-04
CON-818;BA;São Gonçalo dos Campos;Prefeitura Municipal;ConsigLog;Inativo;2023-12-08;2024-09-12
CON-817;MG;Caeté;Prefeitura Municipal;Safe Consig;Iniciando Renovação;2023-12-08;2025-07-01
CON-816;SP;Fundo Municipal de Seguridade Social de Macaubal;Instituto de Previdência;Consignet;Ativo;2023-12-07;2026-04-07
CON-815;MT;Canabrava do Norte;Prefeitura Municipal;Consignet;Ativo;2023-12-05;2028-12-05
CON-814;MT;Jaciara;Prefeitura Municipal;Digital Consig;Iniciando Renovação;2023-12-05;2025-06-17
CON-813;MT;Rondonópolis;Instituto de Previdência;Digital Consig;Inativo;2023-12-05;2024-06-28
CON-812;CE;Banabuiu;Prefeitura Municipal;Digital Consig;Ativo;2023-12-05;2028-09-11
CON-811;PB;Esperança;Prefeitura Municipal;Fácil;Inativo;2023-12-04;2025-03-26
CON-810;MA;Caxias;Prefeitura Municipal;Fácil;Ativo;2023-12-04;2028-05-31
CON-809;GO;Cristalina;Prefeitura Municipal;Fasitec;Ativo;2023-12-04;2026-07-14
CON-808;SC;Florianópolis;Prefeitura Municipal;INEF;Ativo;2022-12-19;2027-12-19
CON-807;BA;Iuiu;Prefeitura Municipal;NewVersion;Ativo;2023-11-29;2026-12-21
CON-806;AC;Governo do Acre;Governo de Estado;Fênixsoft;Ativo;2020-06-29;2028-06-30
CON-805;AL;Feira Grande;Prefeitura Municipal;Fasitec;Ativo;2023-11-28;2028-11-28
CON-804;PR;Instituto de Previdência dos Servidores do Município de Iretama;Instituto de Previdência;Consignet;Ativo;2023-11-28;2028-06-29
CON-803;SP;Ituverava;Prefeitura Municipal;Consignet;Inativo;2023-11-27;2023-06-03
CON-802;RO;Colorado do Oeste;Prefeitura Municipal;Consignet;Ativo;2023-11-23;2026-01-13
CON-800;SE;Ita Bolos LTDA.;Empresa Privada;NewVersion;Ativo;2023-11-24;2027-04-13
CON-799;PE;Sirinhaém;Prefeitura Municipal;Fácil;Ativo;2025-03-28;1930-03-28
CON-798;PE;Afogados da Ingazeira;Prefeitura Municipal;Consignet;Ativo;2023-11-20;2028-11-20
